"","RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance","No_report","No_valid_MSinceOldestTradeOpen","No_valid_MSinceMostRecentDelq","No_valid_MSinceMostRecentInqexcl7days","No_valid_NetFractionRevolvingBurden","No_valid_NetFractionInstallBurden","No_valid_NumRevolvingTradesWBalance","No_valid_NumInstallTradesWBalance","No_valid_NumBank2NatlTradesWHighUtilization","No_MSinceMostRecentDelq","No_MSinceMostRecentInqexcl7days"
"8986","Bad",56,48,6,25,7,0,0,50,2,"4","6",8,1,25,0,0,0,75,100,3,1,1,71,"0","0","0","0","0","0","0","0","0","0","0"
"9607","Good",85,280,3,106,22,0,0,95,70,"6","6",22,2,32,3,3,3,1,17,1,2,0,50,"0","0","0","0","0","0","0","0","0","0","0"
"3799","Bad",58,58,3,22,16,0,0,100,32.2746666666667,"7","8",16,5,19,0,4,4,66,95,10,2,2,86,"0","0","0","0","0","0","0","0","0","1","0"
"9562","Bad",68,194,4,57,16,0,0,69,11,"4","6",16,3,56,5,0,0,6,47,2,5,0,70,"0","0","0","0","0","0","0","0","0","0","0"
"4256","Good",64,150,2,50,32,1,1,94,26,"0","2",34,3,32,2,2,2,55,84,7,3,3,79,"0","0","0","0","0","0","0","0","0","0","0"
"3581","Good",86,336,88,241,24,2,1,88,73,"6","5",21,0,15,7.7983069828722,0,0,0,48.34,0,1.42666666666667,0,0,"0","0","0","1","0","1","0","1","0","0","0"
"3129","Bad",68,251,3,82,18,0,0,100,34.075,"7","8",14,2,22,1,4,4,82,67.5656958525346,7,1,1,89,"0","0","0","0","0","1","0","0","0","1","0"
"6601","Bad",84,106,11,64,22,0,0,100,33.5,"7","8",23,1,26,0,1,1,0,66.7441666666667,0,1.25974789915966,0,0,"0","0","0","0","0","1","0","1","0","1","0"
"4713","Good",82,279,3,91,26,0,0,100,37.035,"7","8",27,2,50,5.58956362169792,0,0,23,63,5,4,0,75,"0","0","0","0","0","0","0","0","0","1","1"
"8549","Good",73,162,3,74,20,0,0,100,36.795,"7","8",24,2,48,0.746666666666667,3,3,70,79,5,2,1,100,"0","0","0","0","0","0","0","0","0","1","1"
"279","Bad",75,255,5,102,30,0,0,100,30.45125,"7","8",32,2,13,0,1,1,39,95,7,2,4,53,"0","0","0","0","0","0","0","0","0","1","0"
"4366","Good",86,229,4,94,25,0,0,100,33.17,"7","8",25,2,20,2,1,1,3,59.9368666666667,2,1.24483333333333,0,40,"0","0","0","0","0","1","0","1","0","1","0"
"6790","Bad",78,64,12,34,24,0,0,100,28.5213333333333,"7","8",24,0,8,0,0,0,6,63.50875,4,1,0,24,"0","0","0","0","0","1","0","0","0","1","0"
"6491","Bad",59,90,11,50,27,0,0,96,76,"6","6",27,1,15,1,2,2,68,83,11,1,2,86,"0","0","0","0","0","0","0","0","0","0","0"
"3201","Good",70,184,3,40,15,0,0,87,19,"6","6",17,4,53,3,3,3,22,97,2,2,0,50,"0","0","0","0","0","0","0","0","0","0","0"
"2266","Good",80,10,11,91,20,0,0,100,30.0933333333333,"7","8",1,1,0,1.99178698752228,1,1,18,56.8541666666667,4,1.2,1,33,"0","0","0","0","0","1","0","1","0","1","1"
"618","Good",84,166,7,92,10,0,0,100,32.295,"7","8",10,1,40,6,0,0,44,83,2,2,0,80,"0","0","0","0","0","0","0","0","0","1","0"
"1905","Bad",63,84,2,65,25,0,0,96,0,"4","6",7,2,50,0.885,2,2,46,98,3,1,2,50,"0","0","0","0","0","0","0","0","0","0","1"
"8529","Good",65,204,3,115,24,2,2,100,35.2866666666667,"6","8",26,2,84,6.93657894736842,0,0,97,90,3,4,1,100,"0","0","0","0","0","0","0","0","0","1","1"
"539","Good",82,165,3,61,50,0,0,100,34.07375,"7","8",51,4,47,1.33789285714286,3,2,18,62,3,9,0,75,"0","0","0","0","0","0","0","0","0","1","1"
"9148","Good",73,280,8,104,49,0,0,96,60,"6","6",52,1,23,2,2,2,51,91,4,2,1,43,"0","0","0","0","0","0","0","0","0","0","0"
"3625","Good",79,334,4,119,38,0,0,100,32.62125,"7","8",45,1,32,3,3,3,16,63,5,2,0,37,"0","0","0","0","0","0","0","0","0","1","0"
"6868","Bad",70,153,22,112,5,2,2,67,56,"6","4",6,0,67,0,0,0,0,58,0,1,0,50,"0","0","0","0","0","1","0","0","0","0","0"
"3462","Bad",58,171,7,49,19,0,0,100,29.7706666666667,"7","8",41,3,25,1,7,7,83,70,8,1,7,69,"0","0","0","0","0","0","0","0","0","1","0"
"5618","Good",70,281,8,77,26,0,0,92,34,"6","6",27,1,35,4.21859649122807,0,0,55,28,5,2,3,58,"0","0","0","1","0","0","0","0","0","0","0"
"6815","Bad",57,179,8,75,31,2,0,76,17,"6","5",34,1,41,0,0,0,73,79,5,2,3,70,"0","0","0","0","0","0","0","0","0","0","0"
"7005","Bad",55,205,22,147,10,4,4,83,10,"1","2",12,0,33,0.8625,2,2,99,70,2,2,2,100,"0","0","0","0","0","0","0","0","0","0","1"
"6801","Bad",54,244,15,92,36,2,2,69,5,"4","2",42,0,21,0,0,0,78,80,12,2,5,61,"0","0","0","0","0","0","0","0","0","0","0"
"3008","Good",64,303,15,116,18,6,5,65,31,"6","2",19,0,52,0,2,2,12,13,3,4,0,70,"0","0","0","0","0","0","0","0","0","0","0"
"9637","Good",62,80,3,31,7,2,1,78,59,"6","2",9,3,22,0,3,3,25,80,4,2,0,86,"0","0","0","0","0","0","0","0","0","0","0"
"6804","Good",75,80,12,42,15,0,0,100,32.9,"7","8",15,0,53,0,2,1,39,77,2,1,0,50,"0","0","0","0","0","0","0","0","0","1","0"
"2211","Good",89,147,1,145,13,0,0,100,35.46,"7","8",19,1,7,2.08304659498208,2,2,2,16,1,1,0,25,"0","0","0","0","0","0","0","0","0","1","1"
"2286","Bad",92,250,66,139,7,0,0,100,37.990032051282,"7","8",4,0,0,1.16285714285714,1,1,1,57.7323333333333,5,1.09,0,83,"0","0","0","0","0","1","0","1","0","1","1"
"5793","Good",77,191,3,91,16,1,1,94,9,"1","3",17,2,35,12,0,0,9,94,2,2,0,44,"0","0","0","0","0","0","0","0","0","0","0"
"7684","Good",70,347,20,104,22,0,0,82,3,"4","6",22,0,41,0,1,1,14,35,2,4,0,75,"0","0","0","0","0","0","0","0","0","0","0"
"9792","Good",87,146,6,85,6,0,0,100,34.865,"7","8",6,1,50,6,0,0,14,70.0511666666667,1,2,0,75,"0","0","0","0","0","1","0","0","0","1","0"
"5509","Bad",82,367,1,90,26,0,0,96,40,"6","6",28,3,14,3,2,2,1,65.1707142857143,5,1.34,0,45,"0","0","0","0","0","1","0","1","0","0","0"
"4213","Bad",66,71,8,32,6,2,2,86,64,"6","2",7,1,71,3,1,1,54,57,1,3,0.76,100,"0","0","0","0","0","0","0","0","1","0","0"
"9271","Good",73,203,8,69,18,0,0,100,36.3966666666667,"7","8",19,6,32,0,0,0,64,73.1298387096774,10,1,5,92,"0","0","0","0","0","1","0","0","0","1","0"
"9433","Bad",77,201,1,73,23,0,0,100,29.825,"7","8",25,2,40,0,2,2,42,101,5,2,3,64,"0","0","0","0","0","0","0","0","0","1","0"
"7826","Good",78,144,1,39,18,0,0,100,35.84,"7","8",19,6,37,0,1,1,3,82,3,4,0,53,"0","0","0","0","0","0","0","0","0","1","0"
"1706","Good",69,272,7,90,11,1,1,92,9,"0","2",12,2,42,0,0,0,35,95,3,1,1,71,"0","0","0","0","0","0","0","0","0","0","0"
"7879","Bad",67,204,4,80,19,1,1,95,65,"6","2",23,6,39,0,0,0,3,67,1,3,0,40,"0","0","0","0","0","0","0","0","0","0","0"
"9065","Good",71,176,6,74,29,0,0,100,34.0633333333333,"7","8",29,3,34,0,1,1,54,36,5,2,3,70,"0","0","0","0","0","0","0","0","0","1","0"
"8081","Good",65,212,11,75,21,2,1,87,22,"6","5",23,1,43,19,0,0,71,64,8,3,3,86,"0","0","0","0","0","0","0","0","0","0","0"
"8949","Bad",69,242,8,100,30,0,0,88,46,"6","6",32,1,50,0,3,3,47,56,4,4,2,100,"0","0","0","0","0","0","0","0","0","0","0"
"988","Bad",79,130,15,63,12,0,0,92,33,"6","6",12,0,42,0,0,0,12,64.425,2,1,2,60,"0","0","0","0","0","1","0","0","0","0","0"
"9842","Bad",78,132,32,72,15,0,0,94,47,"6","6",17,0,59,10,0,0,0,52.4542857142857,0,2,0,40,"0","0","0","0","0","1","0","0","0","0","0"
"4807","Bad",79,322,14,117,32,1,1,100,35.809,"6","8",34,0,50,0,0,0,0,58.1186904761905,1,1,0,29,"0","0","0","0","0","1","0","0","0","1","0"
"5588","Good",87,172,14,72,13,0,0,100,37.48,"7","8",13,0,46,16,0,0,0,82,0,2,0,40,"0","0","0","0","0","0","0","0","0","1","0"
"9426","Bad",68,322,21,114,8,1,0,60,4,"4","5",10,0,30,0,0,0,13,56.994375,1,1.29,0,100,"0","0","0","0","0","1","0","1","0","0","0"
"9617","Bad",69,39,4,23,7,1,0,88,14,"6","5",8,2,13,0,8,8,19,70.6831666666667,3,1.3,0,50,"0","0","0","0","0","1","0","1","0","0","0"
"3809","Bad",70,127,5,53,26,0,0,100,36.7879166666667,"7","8",26,2,50,0,0,0,59,65,4,4,3,67,"0","0","0","0","0","0","0","0","0","1","0"
"7426","Bad",58,263,2,88,24,1,1,96,3,"4","6",26,3,62,0,0,0,25,68,5,4,0.75,90,"0","0","0","0","0","0","0","0","1","0","0"
"2225","Bad",63,189,3,70,15,8,4,61,16,"5","2",31,1,17,0.7625,2,2,15,60.77,4,2,0,67,"0","0","0","0","0","1","0","0","0","0","1"
"1165","Bad",76,172,5,91,21,0,0,91,34,"6","6",22,1,23,0,2,2,12,57,2,1,1,25,"0","0","0","0","0","0","0","0","0","0","0"
"6083","Good",77,206,5,80,27,0,0,96,31,"6","6",28,2,43,0,2,2,31,60,5,2,0,70,"0","0","0","0","0","0","0","0","0","0","0"
"7634","Bad",80,87,9,43,14,0,0,100,29.7033333333333,"7","8",14,2,21,4,2,1,0,30,0,2,0,50,"0","0","0","0","0","0","0","0","0","1","0"
"2213","Good",66,221,12,103,19,2,0,67,6,"3","5",11,0,38,5.655,0,0,23,44,3,4,1,89,"0","0","0","0","0","0","0","0","0","0","1"
"1612","Good",82,111,18,67,4,0,0,100,36.0679831932773,"7","8",4,0,50,0,0,0,14,64.0573333333333,1,1.30045454545455,0,100,"0","0","0","0","0","1","0","1","0","1","0"
"3853","Bad",67,170,1,83,14,0,0,87,20,"6","6",15,2,27,0,0,0,86,89,4,3,2,58,"0","0","0","0","0","0","0","0","0","0","0"
"5565","Good",81,234,9,93,27,0,0,89,32,"6","6",29,1,19,1,2,2,16,17,4,3,0,47,"0","0","0","0","0","0","0","0","0","0","0"
"710","Bad",58,163,6,101,20,3,1,71,16,"6","5",24,2,29,2,4,4,86,63.5051515151515,5,1.44,2,67,"0","0","0","0","0","1","0","1","0","0","0"
"8042","Bad",64,212,3,67,20,1,1,100,39.57,"6","8",20,9,20,2,4,4,48,60,9,2,1,69,"0","0","0","0","0","0","0","0","0","1","0"
"1258","Good",68,164,29,75,9,2,2,89,28.17,"5","7",11,0,22,0,1,1,49,45.8157894736842,2,1.15,1,50,"0","0","0","0","0","1","0","1","0","1","0"
"2470","Good",57,189,4,71,26,1,0,86,4,"4","5",23,4,32,4,1,1,62,18,5,3,2,67,"0","0","0","0","0","0","0","0","0","0","0"
"2112","Bad",63,46,2,21,13,0,0,100,30.97,"7","8",23,5,21,0.237499999999999,3,3,66,78,7,2,2,75,"0","0","0","0","0","0","0","0","0","1","1"
"6224","Good",87,236,2,74,20,0,0,100,36.7566666666667,"7","8",21,4,52,1.84175595238095,1,1,9,101,1,2,0,43,"0","0","0","0","0","0","0","0","0","1","1"
"3035","Bad",60,191,34,93,5,5,2,46,6,"3","2",40,0,46,0,4,4,30,49.37,1,1,0,67,"0","0","0","0","0","1","0","0","0","0","0"
"2339","Bad",67,148.68,6,57,18,1,1,100,39.4579166666667,"6","8",0,3,44,1.23571428571429,5,5,31,77,4,2,1,86,"0","1","0","0","0","0","0","0","0","1","1"
"6909","Bad",73,158,1,59,24,0,0,96,33,"6","6",25,1,60,0,0,0,50,66,2,3,1,83,"0","0","0","0","0","0","0","0","0","0","0"
"1347","Bad",61,34,8,16,5,1,1,100,34.475,"6","8",5,2,60,0,0,0,95,56,2,2,2,100,"0","0","0","0","0","0","0","0","0","1","0"
"6623","Good",43,137,2,46,5,5,3,55,3,"3","2",11,3,55,0,3,3,94,88,2,2,2,80,"0","0","0","0","0","0","0","0","0","0","0"
"7728","Bad",59,114,11,47,20,0,0,86,3,"4","6",22,1,55,0,1,0,69,91,4,5,1,90,"0","0","0","0","0","0","0","0","0","0","0"
"8983","Bad",59,148,10,65,49,1,0,94,2,"3","2",53,2,47,0,5,4,83,92,8,2,4,91,"0","0","0","0","0","0","0","0","0","0","0"
"5001","Bad",55,110,20,63,9,2,0,62,11,"4","5",13,0,46,0,1,1,92,89,3,2,1,100,"0","0","0","0","0","0","0","0","0","0","0"
"9533","Bad",68,93,16,59,10,0,0,80,8,"4","6",10,0,30,0.703714285714286,1,1,51,33,1,2,1,50,"0","0","0","0","0","0","0","0","0","0","1"
"5407","Bad",61,135,1,34,4,1,1,83,19,"5","2",6,1,50,3.02,0,0,24,78.5647058823529,1,1,0,75,"0","0","0","0","0","1","0","0","0","0","1"
"5854","Bad",75,273,0,74,21,1,1,92,11,"0","2",26,3,62,0,4,4,3,75,3,1,1,67,"0","0","0","0","0","0","0","0","0","0","0"
"4388","Good",66,130,2,44,12,0,0,92,4,"4","6",13,1,23,0,1,1,32,52,5,2,1,70,"0","0","0","0","0","0","0","0","0","0","0"
"5346","Bad",68,141,7,51,15,0,0,100,30.2004166666667,"7","8",15,4,33,0,0,0,47,92,5,2,1,78,"0","0","0","0","0","0","0","0","0","1","0"
"1708","Bad",66,398,13,129,14,1,0,81,2,"4","5",16,0,13,0,0,0,32,59.12025,3,1,0,67,"0","0","0","0","0","1","0","0","0","0","0"
"4701","Bad",70,145,145,145,2,0,0,50,60,"6","6",2,0,100,0,1,1,71.98,44.9,1.27666666666667,1,1.27,100,"0","0","0","0","1","1","1","0","1","0","0"
"1835","Bad",71,428,4,99,35,1,0,94,4,"3","5",13,3,19,1.19606060606061,1,1,8,67,6,2,1,50,"0","0","0","0","0","0","0","0","0","0","1"
"3111","Bad",70,115,3,124,30,1,1,94,8,"0","2",8,2,23,3,4,4,39,77,6,2,2,53,"0","0","0","0","0","0","0","0","0","0","0"
"9453","Good",85,83,18,50,20,0,0,100,27.4583333333333,"7","8",20,0,50,1.78174897582638,1,1,5,58,1,4,0,50,"0","0","0","0","0","0","0","0","0","1","1"
"6309","Bad",70,217,0,80,29,1,1,97,40,"0","2",33,2,29,1,1,1,55,10,9,3,1,86,"0","0","0","0","0","0","0","0","0","0","0"
"9783","Good",72,183,7,72,23,0,0,100,29.44,"7","8",23,2,26,6,0,0,40,76,11,3,1,88,"0","0","0","0","0","0","0","0","0","1","0"
"9249","Good",81,255,11,121,19,0,0,95,10,"4","6",19,1,26,0,0,0,1,96,1,1,0,50,"0","0","0","0","0","0","0","0","0","0","0"
"8275","Bad",65,293,1,84,29,1,1,94,2,"6","6",32,3,26,1,3,3,24,71.3,6,1,2,58,"0","0","0","0","0","1","0","0","0","0","0"
"3468","Good",88,454,15,119,28,0,0,100,30.8616666666667,"7","8",3,0,33,12.8491046019198,0,0,3,47,4,2,0,43,"0","0","0","1","0","0","0","0","0","1","0"
"9058","Good",66,199,4,119,33,4,1,90,2,"3","5",41,2,39,0,1,1,54,98,10,2,4,86,"0","0","0","0","0","0","0","0","0","0","0"
"7377","Good",58,142,10,56,31,0,0,94,3,"4","6",32,1,50,1,2,2,76,49,3,2,2,63,"0","0","0","0","0","0","0","0","0","0","0"
"4172","Bad",60,37,3,20,4,1,1,100,32.48,"7","8",4,2,100,0.55,2,2,105.708835403727,80,1.506,3,1.31506060606061,100,"0","0","0","0","1","0","1","0","1","1","1"
"5214","Bad",88,209,19,71,5,0,0,100,34.1791666666667,"7","8",5,0,40,0,0,0,0,72,0,1,0.0899999999999998,50,"0","0","0","0","0","0","0","0","1","1","0"
"7385","Good",64,106,2,52,7,3,3,73,64,"6","3",11,1,36,1,4,4,90,99,1,2,1,75,"0","0","0","0","0","0","0","0","0","0","0"
"7090","Bad",59,85,6,47,27,0,0,100,31.6966666666667,"7","8",28,3,33,0.52,6,5,97,87,3,2,3,100,"0","0","0","0","0","0","0","0","0","1","1"
"6518","Good",86,291,6,122,23,0,0,100,36.3166666666667,"7","8",31,1,45,23,0,0,9,62.5229261083744,4,1,1,83,"0","0","0","0","0","1","0","0","0","1","0"
"2163","Bad",58,120.82875,5,35,18,2,2,95,2,"4","6",0,4,52,6.37,0,0,10,104,2,7,0,75,"0","1","0","0","0","0","0","0","0","0","1"
"5497","Bad",65,115,11,43,19,0,0,90,1,"4","6",20,1,50,3.12666666666667,0,0,52,77,5,6,0,85,"0","0","0","0","0","0","0","0","0","0","1"
"7633","Good",77,205,4,94,44,0,0,100,36.5481617647059,"7","8",44,7,20,3,1,1,14,87,10,3,0,57,"0","0","0","0","0","0","0","0","0","1","0"
"682","Bad",57,321,2,75,11,0,0,75,8,"4","6",12,1,17,1,1,1,102,62.83,6,1,5,100,"0","0","0","0","0","1","0","0","0","0","0"
"7082","Bad",74,565,4,148,24,0,0,96,62,"6","6",24,2,13,4.265,0,0,34,90,6,1,1,58,"0","0","0","0","0","0","0","0","0","0","1"
"1562","Bad",86,294,9,118,16,0,0,100,31.0510714285714,"7","8",16,1,19,0,0,0,18,59.131746031746,2,2,0,44,"0","0","0","0","0","1","0","0","0","1","0"
"6541","Good",70,480,18,108,19,1,1,89,72,"6","6",19,0,26,17,0,0,43,75,5,1,1,75,"0","0","0","0","0","0","0","0","0","0","0"
"3814","Bad",44,219,3,51,40,1,1,87,1,"4","4",45,4,58,0,2,2,75,85,5,5,2,63,"0","0","0","0","0","0","0","0","0","0","0"
"9181","Good",86,276,7,77,18,0,0,100,36.415,"7","8",18,2,28,3.82291979949875,0,0,7,88,4,2,0,60,"0","0","0","1","0","0","0","0","0","1","0"
"4052","Bad",57,156,4,71,13,3,2,75,6,"0","2",16,1,56,0.78,1,1,95,49,2,2,1,100,"0","0","0","0","0","0","0","0","0","0","1"
"8176","Bad",83,113,25,62,15,0,0,100,28.7116666666667,"7","8",15,0,40,0,0,0,35,52,3,3,0,60,"0","0","0","0","0","0","0","0","0","1","0"
"5567","Bad",60,178,5,53,23,0,0,75,10,"4","6",24,6,29,4,2,2,35,75,3,3,1,55,"0","0","0","0","0","0","0","0","0","0","0"
"1362","Bad",63,204,2,79,21,4,4,85,38,"6","2",26,2,73,0,2,2,77,79,4,3,2,70,"0","0","0","0","0","0","0","0","0","0","0"
"2154","Bad",65,13,4,8,3,1,1,100,33.4588888888889,"6","8",3,2,67,2.28,0,0,72,98,1,2,0,100,"0","0","0","0","0","0","0","0","0","1","1"
"3959","Bad",65,298,16,102,28,0,0,79,8,"4","6",29,0,45,0,1,1,41,72,4,3,2,73,"0","0","0","0","0","0","0","0","0","0","0"
"6155","Good",71,226,5,76,44,0,0,100,35.8233333333333,"7","8",46,2,24,1.2275,3,3,70,65,4,3,2,78,"0","0","0","0","0","0","0","0","0","1","1"
"4721","Bad",69,131,5,58,27,0,0,100,32.9205,"7","8",30,4,36,0.7,2,2,20,87,4,2,1,67,"0","0","0","0","0","0","0","0","0","1","1"
"386","Good",89,270,2,122,14,0,0,100,37.2166666666667,"7","8",15,1,33,0,1,1,2,71.1521428571428,2,2,0,57,"0","0","0","0","0","1","0","0","0","1","0"
"8333","Bad",81,276,1,57,35,0,0,97,77,"6","6",37,6,30,0,2,2,12,67,5,3,0,38,"0","0","0","0","0","0","0","0","0","0","0"
"31","Good",71,179,3,62,15,3,2,83,37,"6","2",18,4,33,0,5,5,5,9,1,1,0,22,"0","0","0","0","0","0","0","0","0","0","0"
"4190","Good",74,99,2,47,15,0,0,81,17,"6","6",16,2,50,4.655,0,0,0,75,0,2,0,33,"0","0","0","0","0","0","0","0","0","0","1"
"3786","Bad",69,380,2,87,12,0,0,92,37,"6","6",13,7,23,0,0,0,88,86,6,2,2,80,"0","0","0","0","0","0","0","0","0","0","0"
"7588","Good",82,141,19,80,7,0,0,100,35.6566666666667,"7","8",7,0,29,5.71582608695652,0,0,44,51.83225,2,1.072,0,100,"0","0","0","1","0","1","0","1","0","1","0"
"8370","Bad",56,129,6,49,14,3,1,55,7,"4","3",22,2,59,0,0,0,100,83,3,8,1,85,"0","0","0","0","0","0","0","0","0","0","0"
"5532","Bad",67,97,2,53,19,2,2,91,14,"6","2",22,1,73,1,2,2,77,89,3,5,2,89,"0","0","0","0","0","0","0","0","0","0","0"
"4620","Bad",65,163,10,66,46,0,0,96,33.3766666666667,"5","7",47,1,34,0,3,3,65,29,16,3,7,95,"0","0","0","0","0","0","0","0","0","1","0"
"5698","Good",73,397,2,113,40,0,0,98,39,"6","6",41,5,37,10,0,0,26,79,8,4,0,71,"0","0","0","0","0","0","0","0","0","0","0"
"204","Bad",60,164,4,67,18,2,0,67,1,"4","5",24,2,58,0,5,5,0,53,0,4,0,63,"0","0","0","0","0","0","0","0","0","0","0"
"3247","Good",87,294,8,93,35,0,0,100,32.8670833333333,"7","8",60,2,23,0,1,1,2,71,1,4,0,24,"0","0","0","0","0","0","0","0","0","1","0"
"2421","Bad",58,183,32,95,8,8,8,67,3,"0","2",5,0,0,5.50168568920105,0,0,0,41.6466666666667,0,1.27,0,25,"0","0","0","1","0","1","0","1","0","0","0"
"9705","Good",77,197,4,74,26,0,0,97,24,"6","6",29,4,28,0,1,1,36,91,3,2,1,71,"0","0","0","0","0","0","0","0","0","0","0"
"7632","Bad",82,295,40,116,5,0,0,100,40.1454166666667,"7","8",5,0,40,6,0,0,58,52.996,1,1,0,67,"0","0","0","0","0","1","0","0","0","1","0"
"2432","Bad",57,260,10,136,9,3,3,82,2,"0","2",11,1,18,0,1,1,34,56.9380392156863,1,1,0,50,"0","0","0","0","0","1","0","0","0","0","0"
"5242","Good",72,176,11,76,35,0,0,97,10,"4","6",35,1,37,0,0,0,17,52,3,4,1,41,"0","0","0","0","0","0","0","0","0","0","0"
"7567","Good",80,228,2,61,46,0,0,100,39.0727450980392,"7","8",49,7,29,0,1,1,9,76.7308333333333,5,2,0,57,"0","0","0","0","0","1","0","0","0","1","0"
"2363","Good",66,357,19,115,16,1,1,76,36,"6","6",17,0,35,0.78258064516129,1,1,21,6,4,3,0,73,"0","0","0","0","0","0","0","0","0","0","1"
"259","Bad",64,164,8,71,25,1,0,92,7,"4","6",26,3,38,0,3,3,58,84,3,3,0,67,"0","0","0","0","0","0","0","0","0","0","0"
"5985","Bad",55,25,5,10,5,0,0,100,26.0733333333333,"7","8",6,4,17,0,1,1,97,36,4,1,3,100,"0","0","0","0","0","0","0","0","0","1","0"
"5409","Good",85,197,4,81,26,0,0,100,34.448,"7","8",26,3,19,1.2827619047619,3,3,4,6,2,2,0,29,"0","0","0","0","0","0","0","0","0","1","1"
"7216","Bad",67,164,10,77,46,1,1,98,5,"4","6",50,1,18,8,0,0,24,68,12,2,1,54,"0","0","0","0","0","0","0","0","0","0","0"
"9547","Bad",58,132,13,61,11,3,1,71,2,"4","4",14,0,29,0.299999999999999,1,1,57,56.97,3,1,1,83,"0","0","0","0","0","1","0","0","0","0","1"
"1325","Bad",76,166,10,55,35,0,0,100,34.8926811594203,"7","8",36,3,19,0,2,2,25,67.6657575757576,6,1,1,47,"0","0","0","0","0","1","0","0","0","1","0"
"4106","Bad",76,163,7,84,20,0,0,100,32.2166666666667,"7","8",24,1,50,0.724181818181818,2,2,52,28,4,4,0,89,"0","0","0","0","0","0","0","0","0","1","1"
"4266","Bad",60,168,1,54,33,2,1,81,11,"4","2",37,3,25,1,1,1,76,84,14,3,4,71,"0","0","0","0","0","0","0","0","0","0","0"
"3352","Good",68,269,0,38,12,1,1,88,29,"6","2",10,4,25,4,3,3,35,96,5,2,0,78,"0","0","0","0","0","0","0","0","0","0","0"
"7516","Good",79,290,2,132,31,0,0,100,32.7914906832298,"7","8",33,1,27,0,1,1,42,69.3762353479853,5,1,0,75,"0","0","0","0","0","1","0","0","0","1","0"
"4071","Bad",62,85,13,42,14,1,1,80,5,"4","4",15,0,27,2.20962686567164,0,0,49,59.1058333333333,3,1,1,67,"0","0","0","0","0","1","0","0","0","0","1"
"2450","Good",56,143,11,71,28,0,0,87,4,"4","6",22,1,50,2,2,2,84,61,5,4,1,100,"0","0","0","0","0","0","0","0","0","0","0"
"1233","Bad",91,286,15,133,10,0,0,100,34.0924725274725,"7","8",10,0,20,0,0,0,10,60.201987012987,2,1.06,0,40,"0","0","0","0","0","1","0","1","0","1","0"
"1673","Bad",67,176,8,59,29,0,0,100,30.1016666666667,"7","8",29,1,66,0,3,3,95,76,3,6,2,82,"0","0","0","0","0","0","0","0","0","1","0"
"3467","Good",72,117.18719047619,8,57,10,0,0,100,35.89,"7","8",0,2,50,8,0,0,56,69.8416666666667,3,1,3,80,"0","1","0","0","0","1","0","0","0","1","0"
"4357","Bad",62,93,3,33,21,0,0,86,6,"4","6",21,3,76,3,1,1,53,88,2,6,1,73,"0","0","0","0","0","0","0","0","0","0","0"
"2589","Bad",55,161,24,80,14,1,1,69,1,"4","3",21,0,31,2,1,1,86,36,3,2,2,100,"0","0","0","0","0","0","0","0","0","0","0"
"6470","Good",70,232,5,69,23,0,0,100,29.4955555555556,"7","8",27,3,30,4,2,2,55,73.7848387096774,6,2,3,57,"0","0","0","0","0","1","0","0","0","1","0"
"5194","Good",90,184,71,106,4,0,0,100,34.20125,"7","8",4,0,50,0,0,0,0,43.0083333333333,0,1,0,50,"0","0","0","0","0","1","0","0","0","1","0"
"2330","Bad",65,184,3,35,8,0,0,100,34.7588888888889,"7","8",8,3,75,0.710265151515152,1,1,103,89,1,4,1,100,"0","0","0","0","0","0","0","0","0","1","1"
"1609","Good",73,83,2,37,24,0,0,100,34.4036335403727,"7","8",25,2,24,0,2,2,29,58,3,2,1,45,"0","0","0","0","0","0","0","0","0","1","0"
"3339","Good",69,201,9,66,37,0,0,97,0,"4","6",17,2,30,9,0,0,2,46,5,2,1,32,"0","0","0","0","0","0","0","0","0","0","0"
"6007","Bad",61,231,1,80,29,1,1,97,19,"6","4",31,4,42,0,6,5,51,81,7,5,3,63,"0","0","0","0","0","0","0","0","0","0","0"
"5382","Bad",73,147,24,90,14,1,1,87,15,"6","2",15,0,27,0,0,0,50,35,4,3,1,88,"0","0","0","0","0","0","0","0","0","0","0"
"1760","Bad",60,123,1,47,18,0,0,100,30.7014166666667,"7","8",20,3,5,0,1,1,90,70.245,6,1,5,70,"0","0","0","0","0","1","0","0","0","1","0"
"9592","Good",88,140,16,61,13,0,0,100,35.995,"7","8",13,0,46,2,1,1,1,72,1,2,0,60,"0","0","0","0","0","0","0","0","0","1","0"
"5339","Good",80,163,3,71,33,0,0,100,32.3784166666667,"7","8",33,2,9,0,1,1,3,62,5,2,1,32,"0","0","0","0","0","0","0","0","0","1","0"
